trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,polygon.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,etRecord.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.433310583001,37.433310583001,t,60.96179349999875,,,,,,,,,,,,,,,,,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
12,PRED,8,1.0080220794684185,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.0080220794684185,2.0080220794684185,0.9919779205315816,3,1,1.7580220794684183,0,0,0,0,0,0,0,0,12,,,,,98.4052805829997,110.44659237500309,,,,,,,,,,,,,,,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
12,PRED,8,1.0080220794684185,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.0080220794684185,2.0080220794684185,0.9919779205315816,3,1,1.7580220794684183,0,0,0,0,0,0,0,0,12,,,,,,,0.004256167001585709,110.44659237500309,110.44659237500309,111.45334954099962,112.22002829100165,112.45311508300074,112.45311508300074,112.45311508300074,113.43927354100015,113.45341937500052,113.45341937500052,113.45341937500052,4.006487958002253,114.45421141600309,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
13,PRED,8,1.147100846015138,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,1.147100846015138,2.1471008460151384,0.8528991539848622,3,1,1.8971008460151384,0,0,0,0,0,0,1,1,13,,,,,,,,,,,,,,,,,,,,,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
13,PRED,8,1.147100846015138,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,1.147100846015138,2.1471008460151384,0.8528991539848622,3,1,1.8971008460151384,0,0,0,0,0,0,1,1,13,,,,,,,0.0034766249991662335,114.45421141600309,114.45421141600309,115.45304324999961,116.35338283300007,116.58659658300166,116.58659658300166,116.58659658300166,117.45333333300005,117.45333333300005,117.45333333300005,117.45333333300005,3.9968199579998327,118.47285000000193,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
9,PRED,8,0.5496819794824341,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.5496819794824341,1.549681979482434,1.450318020517566,3,1,1.299681979482434,0,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
9,PRED,8,0.5496819794824341,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.5496819794824341,1.549681979482434,1.450318020517566,3,1,1.299681979482434,0,0,0,0,0,0,2,2,9,,,,,,,0.003609333998610964,118.47285000000193,118.47285000000193,119.48670108300212,119.78688595800122,120.00605058300062,120.00605058300062,120.00605058300062,121.45332591600163,121.45332591600163,121.45332591600163,121.45332591600163,4.029291625000042,122.45363591600108,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
11,PRED,8,0.8474674606325594,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8474674606325594,1.8474674606325596,1.1525325393674406,3,1,1.5974674606325594,0,0,0,0,0,0,3,3,11,,,,,,,,,,,,,,,,,,,,,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
11,PRED,8,0.8474674606325594,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8474674606325594,1.8474674606325596,1.1525325393674406,3,1,1.5974674606325594,0,0,0,0,0,0,3,3,11,,,,,,,0.003336249999847496,122.4866931659999,122.4866931659999,123.48678954100251,124.08663700000034,124.31975975000023,124.31975975000023,124.31975975000023,125.48638666600164,125.48638666600164,125.48638666600164,125.48638666600164,3.997122832999594,126.48784800000067,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
5,PRED,8,0.6553473737901687,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.6553473737901687,1.6553473737901687,1.3446526262098313,3,1,1.4053473737901687,0,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,200001,005,2023-03-10_12h40.57.543,DMS_BEST_eyetracking_DAN_base_12-60_looped_10minWORKING,2022.2.4,None,
