trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,total_dur,cross_onset,cross_dur,delay_resp_period,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,polygon.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.78437741598464,88.78437741598464,t,74.47001129097771,,,,,,,,,,,,,,,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
5,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,0,0,5,,,,,163.77255674998742,175.81845383299515,175.81845383299515,175.81845383299515,176.81700079099392,177.15042270798585,177.3837085829873,177.3837085829873,177.3837085829873,178.80310575000476,178.81705258300644,178.81705258300644,178.81705258300644,179.83582708300673,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
4,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,1,1,4,,,,,,,179.83582708300673,179.83582708300673,180.8500650409842,181.16889666600036,181.38344533299096,181.38344533299096,181.38344533299096,182.81719595799223,182.81719595799223,182.81719595799223,182.81719595799223,183.83567062500515,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
3,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,2,2,3,,,,,,,183.83567062500515,183.83567062500515,184.85043200000655,185.1703565409989,185.383706624998,185.383706624998,185.383706624998,186.81718104099855,186.81718104099855,186.81718104099855,186.81718104099855,187.83581299998332,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
8,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,3,3,8,,,,,,,187.83581299998332,187.83581299998332,188.8504793329921,189.17015345799155,189.383724290994,189.383724290994,189.383724290994,190.81696983298752,190.81696983298752,190.81696983298752,190.81696983298752,191.8361982909846,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
2,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,4,4,2,,,,,,,191.8361982909846,191.8361982909846,192.8504243750067,193.17437554098433,193.38374041600036,193.38374041600036,193.38374041600036,194.81708108299063,194.81708108299063,194.81708108299063,194.81708108299063,195.83640608299174,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
0,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,5,5,0,,,,,,,195.83640608299174,195.83640608299174,196.85052320800605,197.17060612500063,197.38369387498824,197.38369387498824,197.38369387498824,198.81706370800384,198.81706370800384,198.81706370800384,198.81706370800384,199.83584937499836,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
7,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,6,6,7,,,,,,,199.83584937499836,199.83584937499836,200.85044629100594,201.16993987499154,201.38348550000228,201.38348550000228,201.38348550000228,202.81697524999618,202.81697524999618,202.81697524999618,202.81697524999618,203.83633166598156,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
6,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,7,7,6,,,,,,,203.83633166598156,203.83633166598156,204.8502608749841,205.16987541600247,205.38369470799807,205.38369470799807,205.38369470799807,206.8172367500083,206.8172367500083,206.8172367500083,206.8172367500083,207.83587520799483,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
1,PRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,0,0,0,0,0,8,8,1,,,,,,,207.83587520799483,207.83587520799483,208.85047383300844,209.17006208299426,209.38373545798822,209.38373545798822,209.38373545798822,210.81700570799876,210.81700570799876,210.81700570799876,210.81700570799876,211.83622299999115,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,211.83622299999115,223.86930525000207,,,,,,,,,,,,,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
9,UNPRED,12,0.5780270875942474,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,0,0,0,,,,,,,223.86930525000207,223.86930525000207,224.88377899999614,225.20335337499273,225.4368132079835,225.4368132079835,225.4368132079835,226.8700821659877,226.8700821659877,226.8700821659877,226.8700821659877,227.88320687500527,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
12,UNPRED,12,0.5780270875942474,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,1,1,3,,,,,,,227.88320687500527,227.88320687500527,228.88382812499185,229.21706404100405,229.45040733300266,229.45040733300266,229.45040733300266,230.8838507909968,230.8838507909968,230.8838507909968,230.8838507909968,231.9029002909956,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
17,UNPRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,2,2,8,,,,,,,231.9029002909956,231.9029002909956,232.91699679099838,233.23609154098085,233.45044291598606,233.45044291598606,233.45044291598606,234.88392229098827,234.88392229098827,234.88392229098827,234.88392229098827,235.9032736659865,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
15,UNPRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,3,3,6,,,,,,,235.9032736659865,235.9032736659865,236.9172676659946,237.23653333299444,237.45071537498734,237.45071537498734,237.45071537498734,238.88397787499707,238.88397787499707,238.88397787499707,238.88397787499707,239.90276487500523,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
16,UNPRED,12,0.5780270875942474,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,4,4,7,,,,,,,239.90276487500523,239.90276487500523,240.9171975000063,241.23648637498263,241.4507477080042,241.4507477080042,241.4507477080042,242.88358179098577,242.88358179098577,242.88358179098577,242.88358179098577,243.88346266598091,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
11,UNPRED,12,0.5780270875942474,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,5,5,2,,,,,,,243.88346266598091,243.88346266598091,244.88372437498765,245.21712983300677,245.45048279099865,245.45048279099865,245.45048279099865,246.8839511660044,246.8839511660044,246.8839511660044,246.8839511660044,247.8847912909987,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
13,UNPRED,12,0.5780270875942474,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,6,6,4,,,,,,,247.8847912909987,247.8847912909987,248.883929832984,249.21717550000176,249.45043320799596,249.45043320799596,249.45043320799596,250.8839315410005,250.8839315410005,250.8839315410005,250.8839315410005,251.8833759999834,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
10,UNPRED,12,0.5780270875942474,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.5780270875942474,1.5780270875942477,1.4219729124057523,3.0,1,1.3280270875942477,0,4.0,3.0,1,2,1,0,1,0,0,7,7,1,,,,,,,251.8833759999834,251.8833759999834,252.88371175000793,253.2169151249982,253.4502093330084,253.4502093330084,253.4502093330084,254.88391249999404,254.88391249999404,254.88391249999404,254.88391249999404,255.8832957079867,200008,005,2023-04-14_11h23.11.694,DMS_et_12-36,2022.2.4,None,
