trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.started,etRecord.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.217421083012596,26.217421083012596,t,42.68825662502786,,,,,,,,,,,,,,,,,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
2,PRED,12,0.7866366950709505,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.7866366950709505,1.7866366950709505,1.2133633049290495,3,1,1.5366366950709505,0,0,0,0,0,0,0,0,2,,,,,68.92856262502028,80.96807366603753,,,,,,,,,,,,,,,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
2,PRED,12,0.7866366950709505,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.7866366950709505,1.7866366950709505,1.2133633049290495,3,1,1.5366366950709505,0,0,0,0,0,0,0,0,2,,,,,,,0.005151540972292423,80.96807366603753,80.96807366603753,81.97585887502646,82.50920179102104,82.74214854103047,82.74214854103047,82.74214854103047,83.96204754099017,83.96204754099017,83.96204754099017,83.96204754099017,4.008438999997452,84.97532895801123,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
6,PRED,12,0.8337670821117834,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8337670821117834,1.8337670821117835,1.1662329178882165,3,1,1.5837670821117835,0,0,0,0,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
6,PRED,12,0.8337670821117834,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8337670821117834,1.8337670821117835,1.1662329178882165,3,1,1.5837670821117835,0,0,0,0,0,0,1,1,6,,,,,,,0.0015774999628774822,84.97532895801123,84.97532895801123,85.97531275002984,86.56124595802976,86.80897920799907,86.80897920799907,86.80897920799907,87.97591545799514,87.97591545799514,87.97591545799514,87.97591545799514,3.9989124999847263,88.99526408303063,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
5,PRED,12,1.0268288373494867,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.0268288373494867,2.0268288373494867,0.9731711626505132,3,1,1.7768288373494867,0,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
5,PRED,12,1.0268288373494867,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.0268288373494867,2.0268288373494867,0.9731711626505132,3,1,1.7768288373494867,0,0,0,0,0,0,2,2,5,,,,,,,0.003625375044066459,88.99526408303063,88.99526408303063,90.0091617910075,90.77583404100733,90.9959152500378,90.9959152500378,90.9959152500378,91.9758729999885,91.9758729999885,91.9758729999885,91.9758729999885,4.029955166042782,92.97577404102776,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
4,PRED,12,0.7409444624462205,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7409444624462205,1.7409444624462205,1.2590555375537795,3,1,1.4909444624462205,0,0,0,0,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
4,PRED,12,0.7409444624462205,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7409444624462205,1.7409444624462205,1.2590555375537795,3,1,1.4909444624462205,0,0,0,0,0,0,3,3,4,,,,,,,0.0034868339425884187,93.01032983302139,93.01032983302139,94.00909779098583,94.5089905000059,94.74249483301537,94.74249483301537,94.74249483301537,96.00887800002238,96.00887800002238,96.00887800002238,96.00887800002238,3.996541749977041,97.0286262499867,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
7,PRED,12,0.8166591853721775,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8166591853721775,1.8166591853721776,1.1833408146278224,3,1,1.5666591853721776,0,0,0,0,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,200002,003,2023-03-16_15h48.13.007,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
