trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,total_dur,cross_onset,cross_dur,delay_resp_period,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.98228995800127,94.98228995800127,t,82.80723266699897,,,,,,,,,,,,,,,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
0,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,0,0,0,,,,,178.30759970800136,190.3311228750008,190.3311228750008,190.3311228750008,191.32992999999988,191.9975438750007,192.23055725000086,192.23055725000086,192.23055725000086,193.32980883300115,193.32980883300115,193.32980883300115,193.32980883300115,194.32950408299985,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
8,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,1,1,8,,,,,,,194.32950408299985,194.32950408299985,195.33000770800027,195.99653537500126,196.22998883299988,196.22998883299988,196.22998883299988,197.33029229100066,197.33029229100066,197.33029229100066,197.33029229100066,198.3292452500009,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
5,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,2,2,5,,,,,,,198.3292452500009,198.3292452500009,199.32994925000094,199.9966637079997,200.23001666600067,200.23001666600067,200.23001666600067,201.33000920800077,201.33000920800077,201.33000920800077,201.33000920800077,202.32949887500035,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
7,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,3,3,7,,,,,,,202.32949887500035,202.32949887500035,203.3299117080005,203.9965630000006,204.23017670800073,204.23017670800073,204.23017670800073,205.3296934580012,205.3296934580012,205.3296934580012,205.3296934580012,206.3291575000003,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
2,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,4,4,2,,,,,,,206.3291575000003,206.3291575000003,207.33002325000052,207.99660604100063,208.22990087500148,208.22990087500148,208.22990087500148,209.330025958001,209.330025958001,209.330025958001,209.330025958001,210.3295040410012,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
6,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,5,5,6,,,,,,,210.3295040410012,210.3295040410012,211.32995808300075,211.9966651249997,212.2299040830003,212.2299040830003,212.2299040830003,213.33026566599983,213.33026566599983,213.33026566599983,213.33026566599983,214.32947737500035,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
4,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,6,6,4,,,,,,,214.32947737500035,214.32947737500035,215.329642875,215.99657891600145,216.22980587500024,216.22980587500024,216.22980587500024,217.3299569160008,217.3299569160008,217.3299569160008,217.3299569160008,218.32962216600026,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
1,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,7,7,1,,,,,,,218.32962216600026,218.32962216600026,219.32991745800064,219.9967684580006,220.23000166600104,220.23000166600104,220.23000166600104,221.32996062500024,221.32996062500024,221.32996062500024,221.32996062500024,222.3295140830014,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
3,PRED,12,0.9071220353882756,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.9071220353882756,1.907122035388276,1.0928779646117244,3.0,1,1.6571220353882756,0,4.0,3.0,1,2,0,0,0,0,0,8,8,3,,,,,,,222.3295140830014,222.3295140830014,223.329937333001,223.99667016600142,224.23023216600086,224.23023216600086,224.23023216600086,225.3302003330009,225.3302003330009,225.3302003330009,225.3302003330009,226.3484051659998,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,226.3484051659998,238.38179520800077,,,,,,,,,,,,,200005,203,2023-04-11_15h05.01.536,DMS_et_12-36,2022.2.4,None,
