trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.started,polygon.stopped,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12,UNPRED,12,0.5040875157950233,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5040875157950233,1.5040875157950233,1.4959124842049767,3,1,1.2540875157950233,0,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
12,UNPRED,12,0.5040875157950233,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.5040875157950233,1.5040875157950233,1.4959124842049767,3,1,1.2540875157950233,0,1,0,1,0,0,0,0,3,,,,,,,0.004408624954521656,121.73689462500624,121.73689462500624,122.74048329197103,122.99342216696823,123.24046141700819,123.24046141700819,123.24046141700819,124.74017324997112,124.74017324997112,124.74017324997112,124.72588183300104,125.74163254199084,4.0025353750097565,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
17,UNPRED,12,0.8733513891672904,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8733513891672904,1.8733513891672904,1.1266486108327096,3,1,1.6233513891672904,0,1,0,1,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
17,UNPRED,12,0.8733513891672904,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8733513891672904,1.8733513891672904,1.1266486108327096,3,1,1.6233513891672904,0,1,0,1,0,0,1,1,8,,,,,,,0.0034262079861946404,125.74163254199084,125.74163254199084,126.74040662497282,127.37382249999791,127.60732887499034,127.60732887499034,127.60732887499034,128.74046108301263,128.74046108301263,128.74046108301263,128.74046108301263,129.75995216699084,3.9967674170038663,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
9,UNPRED,12,0.7397323372919709,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7397323372919709,1.7397323372919709,1.2602676627080291,3,1,1.4897323372919709,0,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
9,UNPRED,12,0.7397323372919709,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7397323372919709,1.7397323372919709,1.2602676627080291,3,1,1.4897323372919709,0,1,0,1,0,0,2,2,0,,,,,,,0.0035873749875463545,129.75995216699084,129.75995216699084,130.77391687501222,131.25967670796672,131.47364554199157,131.47364554199157,131.47364554199157,132.74050320801325,132.74050320801325,132.74050320801325,132.74050320801325,133.74053558299784,4.029613791964948,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
13,UNPRED,12,0.6337310720629127,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.6337310720629127,1.6337310720629126,1.3662689279370874,3,1,1.3837310720629126,0,1,0,1,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
13,UNPRED,12,0.6337310720629127,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.6337310720629127,1.6337310720629126,1.3662689279370874,3,1,1.3837310720629126,0,1,0,1,0,0,3,3,4,,,,,,,0.0034151249565184116,133.77422816696344,133.77422816696344,134.77369366696803,135.15960154199274,135.40703629201744,135.40703629201744,135.40703629201744,136.77392345800763,136.77392345800763,136.77392345800763,136.77392345800763,137.79344741697423,3.9972744999686256,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
10,UNPRED,12,0.6796820391473783,2,images/picture_3.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.6796820391473783,1.6796820391473783,1.3203179608526217,3,1,1.4296820391473783,0,1,0,1,0,0,4,4,1,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
10,UNPRED,12,0.6796820391473783,2,images/picture_3.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.6796820391473783,1.6796820391473783,1.3203179608526217,3,1,1.4296820391473783,0,1,0,1,0,0,4,4,1,,,,,,,0.006535790977068245,137.79344741697423,137.79344741697423,138.80733412498375,139.2266272919951,139.44030183297582,139.44030183297582,139.44030183297582,140.77390699996613,140.77390699996613,140.77390699996613,140.77390699996613,141.77381570800208,4.02960049995454,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
11,UNPRED,12,0.7785341523740879,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7785341523740879,1.778534152374088,1.221465847625912,3,1,1.528534152374088,0,1,0,1,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
11,UNPRED,12,0.7785341523740879,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7785341523740879,1.778534152374088,1.221465847625912,3,1,1.528534152374088,0,1,0,1,0,0,5,5,2,,,,,,,0.004375541990157217,141.82760412502103,141.82760412502103,142.84085204201983,143.3606299579842,143.5739909579861,143.5739909579861,143.5739909579861,144.80705658299848,144.80705658299848,144.80705658299848,144.80705658299848,145.80721558298683,4.03026970900828,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
15,UNPRED,12,0.7816796064116341,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.7816796064116341,1.781679606411634,1.218320393588366,3,1,1.531679606411634,0,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
15,UNPRED,12,0.7816796064116341,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.7816796064116341,1.781679606411634,1.218320393588366,3,1,1.531679606411634,0,1,0,1,0,0,6,6,6,,,,,,,0.00751604198012501,145.8602448750171,145.8602448750171,146.87393220799277,147.40714370796923,147.62674404197605,147.62674404197605,147.62674404197605,148.8598078750074,148.8598078750074,148.8598078750074,148.84042979200603,149.84054087498225,4.030151667015161,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
16,UNPRED,12,1.0615507513604792,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,1.0615507513604792,2.061550751360479,0.9384492486395208,3,1,1.8115507513604792,0,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,200002,004,2023-03-16_15h59.42.722,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
