trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,polygon.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,etRecord.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.85612120899896,59.85612120899896,t,74.23569195799791,,,,,,,,,,,,,,,,,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
1,PRED,12,1.110778577677167,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,1.110778577677167,2.1107785776771677,0.889221422322833,3,1,1.8607785776771677,0,0,0,0,0,0,0,0,1,,,,,134.09980533400085,146.12571529200068,,,,,,,,,,,,,,,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
1,PRED,12,1.110778577677167,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,1.110778577677167,2.1107785776771677,0.889221422322833,3,1,1.8607785776771677,0,0,0,0,0,0,0,0,1,,,,,,,0.005490083000040613,146.12571529200068,146.12571529200068,147.13385924999966,148.00046054199993,148.23329445900163,148.23329445900163,148.23329445900163,149.11964162499862,149.133704459,149.133704459,149.133704459,4.0097098750011355,150.15336070899866,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
3,PRED,12,0.7916419347565389,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.7916419347565389,1.7916419347565389,1.2083580652434611,3,1,1.5416419347565389,0,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
3,PRED,12,0.7916419347565389,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.7916419347565389,1.7916419347565389,1.2083580652434611,3,1,1.5416419347565389,0,0,0,0,0,0,1,1,3,,,,,,,0.004991124998923624,150.15336070899866,150.15336070899866,151.16680175000147,151.7005420839996,151.91982016700058,151.91982016700058,151.91982016700058,153.13380437500018,153.13380437500018,153.13380437500018,153.13380437500018,4.02980345800097,154.13394766700003,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
0,PRED,12,0.9093066685123388,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.9093066685123388,1.9093066685123388,1.0906933314876612,3,1,1.6593066685123388,0,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
0,PRED,12,0.9093066685123388,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.9093066685123388,1.9093066685123388,1.0906933314876612,3,1,1.6593066685123388,0,0,0,0,0,0,2,2,0,,,,,,,0.005029125000874046,154.1870122500004,154.1870122500004,155.20049183399897,155.8531798340009,156.0670393750006,156.0670393750006,156.0670393750006,157.167238334001,157.167238334001,157.167238334001,157.167238334001,4.029622291000123,158.16707291700004,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
6,PRED,12,0.9379883892886428,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.9379883892886428,1.937988389288643,1.062011610711357,3,1,1.687988389288643,0,0,0,0,0,0,3,3,6,,,,,,,,,,,,,,,,,,,,,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
6,PRED,12,0.9379883892886428,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.9379883892886428,1.937988389288643,1.062011610711357,3,1,1.687988389288643,0,0,0,0,0,0,3,3,6,,,,,,,0.004816832999495091,158.2205332500016,158.2205332500016,159.23397587499858,159.92002233400126,160.1335641250007,160.1335641250007,160.1335641250007,161.20016374999977,161.20016374999977,161.20016374999977,161.20016374999977,4.031198290998873,162.2005375000008,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
7,PRED,12,0.8235411216453041,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8235411216453041,1.823541121645304,1.176458878354696,3,1,1.573541121645304,0,0,0,0,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,200001,002,2023-03-10_12h05.14.516,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
