key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
199.44248175004032,199.44248175004032,t,66.97086358407978,,20000283051,201,2023-03-21_15h26.20.028,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
,,,,266.43207337509375,,,,,,,
