trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,polygon.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,etRecord.stopped,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.12998745799996,18.12998745799996,t,48.7233602500055,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
3,PRED,12,0.6630405882192234,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.6630405882192234,1.6630405882192234,1.3369594117807766,3,1,1.4130405882192234,0,0,0,0,0,0,0,0,3,,,,,66.87589050002862,78.91492912499234,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
3,PRED,12,0.6630405882192234,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.6630405882192234,1.6630405882192234,1.3369594117807766,3,1,1.4130405882192234,0,0,0,0,0,0,0,0,3,,,,,,,0.005780500010587275,78.91492912499234,78.91492912499234,79.92403191595804,80.34260304097552,80.57653991598636,80.57653991598636,80.57653991598636,81.90976041601971,81.9238567079883,81.9238567079883,81.9238567079883,4.011078165960498,82.94358054094482,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
0,PRED,12,0.7053168568617854,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7053168568617854,1.7053168568617854,1.2946831431382146,3,1,1.4553168568617854,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
0,PRED,12,0.7053168568617854,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.7053168568617854,1.7053168568617854,1.2946831431382146,3,1,1.4553168568617854,0,0,0,0,0,0,1,1,0,,,,,,,0.004905042005702853,82.94358054094482,82.94358054094482,83.95734750002157,84.40901195805054,84.62357579101808,84.62357579101808,84.62357579101808,85.92352454096545,85.92352454096545,85.92352454096545,85.92352454096545,4.030075625050813,86.92409608303569,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
5,PRED,12,0.515828373466909,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.515828373466909,1.5158283734669091,1.4841716265330909,3,1,1.2658283734669091,0,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
5,PRED,12,0.515828373466909,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.515828373466909,1.5158283734669091,1.4841716265330909,3,1,1.2658283734669091,0,0,0,0,0,0,2,2,5,,,,,,,0.005032791988924146,86.9764807500178,86.9764807500178,87.990489791031,88.25764062500093,88.47675229096785,88.47675229096785,88.47675229096785,89.95722466602456,89.95722466602456,89.95722466602456,89.95722466602456,4.030005209031515,90.95727558294311,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
2,PRED,12,1.1943643490648084,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.1943643490648084,2.1943643490648084,0.8056356509351916,3,1,1.9443643490648084,0,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
2,PRED,12,1.1943643490648084,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.1943643490648084,2.1943643490648084,0.8056356509351916,3,1,1.9443643490648084,0,0,0,0,0,0,3,3,2,,,,,,,0.0047636249801144,91.00968400004786,91.00968400004786,92.0237427080283,92.95760745799635,93.17678487498779,93.17678487498779,93.17678487498779,93.9908474580152,93.9908474580152,93.9908474580152,93.9908474580152,4.030049416935071,94.99058054096531,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
8,PRED,12,0.6349456167398363,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.6349456167398363,1.6349456167398362,1.3650543832601638,3,1,1.3849456167398362,0,0,0,0,0,0,4,4,8,,,,,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
8,PRED,12,0.6349456167398363,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.6349456167398363,1.6349456167398362,1.3650543832601638,3,1,1.3849456167398362,0,0,0,0,0,0,4,4,8,,,,,,,0.001961292000487447,95.02348774997517,95.02348774997517,96.02427616599016,96.4099454160314,96.65739316598047,96.65739316598047,96.65739316598047,98.02421354094986,98.02421354094986,98.02421354094986,98.02421354094986,3.9982399999862537,99.04388533299789,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
6,PRED,12,0.7509384870748372,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.7509384870748372,1.7509384870748372,1.2490615129251628,3,1,1.5009384870748372,0,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
6,PRED,12,0.7509384870748372,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.7509384870748372,1.7509384870748372,1.2490615129251628,3,1,1.5009384870748372,0,0,0,0,0,0,5,5,6,,,,,,,0.004774541012011468,99.04388533299789,99.04388533299789,100.05758508294821,100.55752970802132,100.7767604580149,100.7767604580149,100.7767604580149,102.02400900004432,102.02400900004432,102.02400900004432,102.02400900004432,4.029885791009292,103.02425362495705,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
4,PRED,12,1.0268478023394314,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.0268478023394314,2.0268478023394314,0.9731521976605686,3,1,1.7768478023394314,0,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
4,PRED,12,1.0268478023394314,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.0268478023394314,2.0268478023394314,0.9731521976605686,3,1,1.7768478023394314,0,0,0,0,0,0,6,6,4,,,,,,,0.004819583031348884,103.07695304101799,103.07695304101799,104.09087608300615,104.85715974995401,105.0759997080313,105.0759997080313,105.0759997080313,106.05755616596434,106.05755616596434,106.05755616596434,106.05755616596434,4.0303313749609515,107.05757241602987,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
7,PRED,12,0.9958122263501366,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.9958122263501366,1.9958122263501368,1.0041877736498634,3,1,1.7458122263501366,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,200002,205,2023-03-21_16h19.06.375,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
