trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,total_dur,cross_onset,cross_dur,delay_resp_period,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.87489154189825,197.87489154189825,t,70.76119437487796,,,,,,,,,,,,,,,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
7,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,0,0,7,,,,,269.153864833992,281.18959395890124,281.18959395890124,281.18959395890124,282.19860149989836,282.76514216698706,282.9985084589571,282.9985084589571,282.9985084589571,284.1787174998317,284.1787174998317,284.1787174998317,284.1787174998317,285.1785130419303,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
6,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,1,1,6,,,,,,,285.1785130419303,285.1785130419303,286.178949666908,286.7457215418108,286.99851787486114,286.99851787486114,286.99851787486114,288.17896837485023,288.17896837485023,288.17896837485023,288.17896837485023,289.17861033394,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
2,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,2,2,2,,,,,,,289.17861033394,289.17861033394,290.17895199987106,290.7455740419682,290.9987166249193,290.9987166249193,290.9987166249193,292.17897441680543,292.17897441680543,292.17897441680543,292.17897441680543,293.17869654181413,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
8,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,3,3,8,,,,,,,293.17869654181413,293.17869654181413,294.1794528339524,294.7467642498668,294.9985694589559,294.9985694589559,294.9985694589559,296.17913733399473,296.17913733399473,296.17913733399473,296.17913733399473,297.17875874997117,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
4,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,4,4,4,,,,,,,297.17875874997117,297.17875874997117,298.1790473749861,298.74598141689785,298.99880912480876,298.99880912480876,298.99880912480876,300.17898308392614,300.17898308392614,300.17898308392614,300.17898308392614,301.1785220839083,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
3,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,5,5,3,,,,,,,301.1785220839083,301.1785220839083,302.1791376248002,302.7458792498801,302.9988721248228,302.9988721248228,302.9988721248228,304.17861824994907,304.17861824994907,304.17861824994907,304.17861824994907,305.178786666831,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
1,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,6,6,1,,,,,,,305.178786666831,305.178786666831,306.1791731668636,306.7453749589622,306.9985282497946,306.9985282497946,306.9985282497946,308.1791340839118,308.1791340839118,308.1791340839118,308.1791340839118,309.1788074169308,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
0,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,7,7,0,,,,,,,309.1788074169308,309.1788074169308,310.17899929196574,310.74586020899005,310.9985938749742,310.9985938749742,310.9985938749742,312.1789644998498,312.1789644998498,312.1789644998498,312.1789644998498,313.1784178339876,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
5,PRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,0,0,0,0,0,8,8,5,,,,,,,313.1784178339876,313.1784178339876,314.17891033389606,314.7455319999717,314.97883295896463,314.97883295896463,314.97883295896463,316.16517220879905,316.16517220879905,316.16517220879905,316.1792046248447,317.20150158391334,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,317.20150158391334,329.2313387088943,,,,,,,,,,,,,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
14,UNPRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,1,0,1,0,0,0,0,5,,,,,,,329.2313387088943,329.2313387088943,330.24575383379124,330.8124958339613,331.04577716696076,331.04577716696076,331.04577716696076,332.2319485838525,332.2319485838525,332.2319485838525,332.2319485838525,333.24537145881914,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
11,UNPRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,1,0,1,0,0,1,1,2,,,,,,,333.24537145881914,333.24537145881914,334.2457447918132,334.81235329201445,335.0645977498498,335.0645977498498,335.0645977498498,336.2462092919741,336.2462092919741,336.2462092919741,336.2462092919741,337.24539175000973,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
13,UNPRED,12,0.8187389996895809,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,1,0,1,0,0,2,2,4,,,,,,,337.24539175000973,337.24539175000973,338.24595208396204,338.81247516698204,339.06537874997593,339.06537874997593,339.06537874997593,340.24572074995376,340.24572074995376,340.24572074995376,340.24572074995376,341.2646838747896,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
9,UNPRED,12,0.8187389996895809,2,images/picture_3.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,1,0,1,0,0,3,3,0,,,,,,,341.2646838747896,341.2646838747896,342.2791795840021,342.84600779181346,343.06515820883214,343.06515820883214,343.06515820883214,344.24594370881096,344.24594370881096,344.24594370881096,344.24594370881096,345.24543587490916,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
12,UNPRED,12,0.8187389996895809,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,1,0,1,0,0,4,4,3,,,,,,,345.24543587490916,345.24543587490916,346.2455963748507,346.8125128338579,347.0654129588511,347.0654129588511,347.0654129588511,348.2457752497867,348.2457752497867,348.2457752497867,348.2457752497867,349.26503866701387,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
10,UNPRED,12,0.8187389996895809,2,images/picture_3.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8187389996895809,1.8187389996895809,1.1812610003104191,3.0,1,1.5687389996895809,0,4.0,3.0,1,2,1,0,1,0,0,5,5,1,,,,,,,349.26503866701387,349.26503866701387,350.27922449982725,350.84587399987504,351.0654051247984,351.0654051247984,351.0654051247984,352.24584933393635,352.24584933393635,352.24584933393635,352.24584933393635,353.2466210417915,200005,003,2023-04-04_11h08.51.945,DMS_et_12-36,2022.2.4,None,
