trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,total_dur,cross_onset,cross_dur,delay_resp_period,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Response_1.started,Response_2.started,Response_3.started,Delay.stopped,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.started,polygon.stopped,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1094703329727,125.1094703329727,t,54.799660541000776,,,,,,,,,,,,,,,,,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
3,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,0,0,3,,,,,179.9198967500124,192.50570541596971,0.006174582988023758,192.50570541596971,192.50570541596971,193.5201871659374,194.0531914579915,194.0531914579915,194.0531914579915,194.37294124998152,194.9533018330112,194.9533018330112,194.9533018330112,194.9533018330112,195.95314474997576,4.566512624965981,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
6,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,1,1,6,,,,,,,0.006485083024017513,197.53896545793395,197.53896545793395,198.55342174996622,199.14025133301038,199.14025133301038,199.14025133301038,199.40678391593974,200.03992466593627,200.03992466593627,200.03992466593627,200.02015662495978,201.019965665997,4.526074417051859,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
1,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,2,2,1,,,,,,,0.006501832976937294,202.5756654579891,202.5756654579891,203.58686874993145,204.17354812496342,204.17354812496342,204.17354812496342,204.45345362497028,205.0732342909323,205.0732342909323,205.0732342909323,205.05341970792506,206.05321670800913,4.525256208027713,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
5,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,3,3,5,,,,,,,0.005061457981355488,207.60831433301792,207.60831433301792,208.62022616597824,209.20595504099037,209.20595504099037,209.20595504099037,209.48710695793852,210.10662320791744,210.10662320791744,210.10662320791744,210.0869866659632,211.0868637500098,4.520712665980682,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
4,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,4,4,4,,,,,,,0.006837541004642844,212.63406308298,212.63406308298,213.63976175000425,214.2397918329807,214.2397918329807,214.2397918329807,214.50644575001206,215.139818290947,215.139818290947,215.139818290947,215.1201950829709,216.12008791591506,4.505853333044797,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
2,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,5,5,2,,,,,,,0.006200167001225054,217.6524291249225,217.6524291249225,218.65362849994563,219.2536102909362,219.2536102909362,219.2536102909362,219.52016087493394,220.15368204098195,220.15368204098195,220.15368204098195,220.13985658297315,221.15366870793514,4.5120173749746755,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
8,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,6,6,8,,,,,,,0.005086165969260037,222.67457862501033,222.67457862501033,223.6869434999535,224.27337020798586,224.27337020798586,224.27337020798586,224.55349095794372,225.17291862494312,225.17291862494312,225.17291862494312,225.15348866593558,226.1534062079154,4.519313082913868,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
7,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,7,7,7,,,,,,,0.006492083077318966,227.69998795795254,227.69998795795254,228.70654425001703,229.3063347499119,229.3063347499119,229.3063347499119,229.5734454159392,230.20543037494645,230.20543037494645,230.20543037494645,230.18725462490693,231.18700408295263,4.506264500087127,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
0,PRED,12,1.114010525684081,1,images/picture_2.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,1.114010525684081,2.114010525684081,0.8859894743159189,3.0,1,1.864010525684081,0,4.0,3.0,1,2,0,0,0,0,0,8,8,0,,,,,,,0.005649792030453682,232.71784295793623,232.71784295793623,233.720448790933,234.32023016596213,234.32023016596213,234.32023016596213,234.5869312499417,235.2202233329881,235.2202233329881,235.2202233329881,235.2062793750083,236.2201428329572,4.5118939590174705,200003,005,2023-03-22_13h42.39.431,DMS_et_12-36,2022.2.4,None,
