trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,total_dur,cross_onset,cross_dur,delay_resp_period,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Response_1.started,Response_2.started,Response_3.started,Delay.stopped,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.started,polygon.stopped,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.30930245795753,80.30930245795753,t,59.750627500005066,,,,,,,,,,,,,,,,,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
4,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,0,0,4,,,,,140.06885895796586,152.6243293749867,0.005304750055074692,152.6243293749867,152.6243293749867,153.6354452909436,153.9550242909463,153.9550242909463,153.9550242909463,154.2357177080121,155.10228983301204,155.10228983301204,155.10228983301204,155.10228983301204,156.10211724997498,4.5212882910855114,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
6,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,1,1,6,,,,,,,0.004912000033073127,157.64617941598408,157.64617941598408,158.65525033301674,158.98859624995384,158.98859624995384,158.98859624995384,159.25540587492287,160.13576291594654,160.13576291594654,160.13576291594654,160.13576291594654,161.13534549996257,4.505731625016779,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
0,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,2,2,0,,,,,,,0.005328166065737605,162.66505562502425,162.66505562502425,163.66899625002407,164.0024126250064,164.0024126250064,164.0024126250064,164.26917129103094,165.15526662499178,165.15526662499178,165.15526662499178,165.15526662499178,166.16891975002363,4.513226416078396,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
1,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,3,3,1,,,,,,,0.0038347080117091537,167.68952725001145,167.68952725001145,168.70252674992662,169.0221127079567,169.0221127079567,169.0221127079567,169.30257304094266,170.16931712499354,170.16931712499354,170.16931712499354,170.16931712499354,171.16919575002976,4.520476166973822,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
7,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,4,4,7,,,,,,,0.005255041993223131,172.7129581249319,172.7129581249319,173.72251154098194,174.05584445793647,174.05584445793647,174.05584445793647,174.32191679102834,175.20258966600522,175.20258966600522,175.20258966600522,175.20258966600522,176.20207533298526,4.506911292090081,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
3,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,5,5,3,,,,,,,0.005273125017993152,177.73299862502608,177.73299862502608,178.7360021249624,179.0687030829722,179.0687030829722,179.0687030829722,179.3359641659772,180.22233575000428,180.22233575000428,180.22233575000428,180.22233575000428,181.2356567910174,4.512224124977365,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
8,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,6,6,8,,,,,,,0.003551792004145682,182.75392599997576,182.75392599997576,183.76922241598368,184.0890788329998,184.0890788329998,184.0890788329998,184.36921308294404,185.23562574991956,185.23562574991956,185.23562574991956,185.23562574991956,186.23551054100972,4.5209071669960395,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
5,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,7,7,5,,,,,,,0.005169832962565124,187.78184195794165,187.78184195794165,188.7885747909313,189.122453916003,189.122453916003,189.122453916003,189.38916012493428,190.2692969579948,190.2692969579948,190.2692969579948,190.2692969579948,191.26906245795544,4.506224624929018,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
2,PRED,12,0.8518974897593568,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.8518974897593568,1.8518974897593568,1.1481025102406432,3.0,1,1.6018974897593568,0,4.0,3.0,1,2,0,0,0,0,0,8,8,2,,,,,,,0.005152042023837566,192.79962033301126,192.79962033301126,193.802189250011,194.13590649992693,194.13590649992693,194.13590649992693,194.4025268330006,195.28821816598065,195.28821816598065,195.28821816598065,195.28821816598065,196.30251033301465,4.511673750006594,200003,002,2023-03-22_12h57.58.405,DMS_et_12-36,2022.2.4,None,
