trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Response_1.started,Response_2.started,Response_3.started,Delay.stopped,polygon.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.stopped,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.93081625003833,60.93081625003833,t,53.780337832984515,,,,,,,,,,,,,,,,,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
2,PRED,12,0.9764277870836762,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.9764277870836762,1.976427787083676,1.0235722129163238,3,1,1.7264277870836762,0,0,0,0,0,0,0,0,2,,,,,114.72051141702104,127.26907995797228,,,,,,,,,,,,,,,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
2,PRED,12,0.9764277870836762,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.9764277870836762,1.976427787083676,1.0235722129163238,3,1,1.7264277870836762,0,0,0,0,0,0,0,0,2,,,,,,,0.006790541927330196,127.26907995797228,127.26907995797228,128.2681947919773,128.73521483293734,128.73521483293734,128.73521483293734,129.00199462496676,129.75428774999455,129.76819520804565,129.76819520804565,129.76819520804565,130.76873870799318,4.507961957948282,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
7,PRED,12,1.1674064400268367,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,1.1674064400268367,2.167406440026837,0.8325935599731633,3,1,1.917406440026837,0,0,0,0,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
7,PRED,12,1.1674064400268367,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,1.1674064400268367,2.167406440026837,0.8325935599731633,3,1,1.917406440026837,0,0,0,0,0,0,1,1,7,,,,,,,0.0035151250194758177,132.2759313749848,132.2759313749848,133.28795200004242,133.93526824994478,133.93526824994478,133.93526824994478,134.20195554196835,134.76873641693965,134.76873641693965,134.76873641693965,134.76873641693965,135.76831141696312,4.509125957963988,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
5,PRED,12,0.6542705440758458,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.6542705440758458,1.6542705440758458,1.3457294559241542,3,1,1.4042705440758458,0,0,0,0,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
5,PRED,12,0.6542705440758458,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.6542705440758458,1.6542705440758458,1.3457294559241542,3,1,1.4042705440758458,0,0,0,0,0,0,2,2,5,,,,,,,0.005005875020287931,137.29877283296082,137.29877283296082,138.30192454194184,138.43528508301824,138.43528508301824,138.43528508301824,138.7020502500236,139.78862899995875,139.78862899995875,139.78862899995875,139.78862899995875,140.80200095800683,4.511801040964201,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
3,PRED,12,0.5745060794714917,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.5745060794714917,1.5745060794714916,1.4254939205285084,3,1,1.3245060794714916,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
3,PRED,12,0.5745060794714917,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.5745060794714917,1.5745060794714916,1.4254939205285084,3,1,1.3245060794714916,0,0,0,0,0,0,3,3,3,,,,,,,0.002113125054165721,142.31481116695795,142.31481116695795,143.32051600003615,143.36847224994563,143.36847224994563,143.36847224994563,143.6542987920111,144.80160408304073,144.80160408304073,144.80160408304073,144.80160408304073,145.80207833298482,4.50453033298254,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
4,PRED,12,0.6613107401700862,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.6613107401700862,1.6613107401700862,1.3386892598299138,3,1,1.4113107401700862,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,200002,203,2023-03-21_15h52.47.103,DMS_BEST_eyetracking_DAN_base_12-36_looped_10minWORKING,2022.2.4,None,
