paradigm_name,trialNum,cue_onset,cue_dur,delayTime,delay_resp_period,rest_dur,trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,targImage,targImage_i,targImage_pos,targImage_X,targImage_Y,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,circle_dur,circle_onset,total_dur,cross_onset,cross_dur,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,sample.started,Delay.started,sample.stopped,Delay.stopped,Response_1.started,Response_2.started,Response_3.started,roi.started,polygon.started,Response_1.stopped,Response_2.stopped,Response_3.stopped,roi.stopped,polygon.stopped,roi.numLooks,roi.timesOn,roi.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.77822333300719,18.77822333300719,t,4.460582166997483,,,,,,,,,,,,,,,,,,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,38,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,0,0,38,,,,,23.249500167003134,35.296356042003026,35.296356042003026,35.296356042003026,35.4000716250157,35.6173227080144,35.85109954199288,35.85109954199288,35.85109954199288,35.85109954199288,36.084321875008754,36.100559207989136,36.100559207989136,36.100559207989136,36.100559207989136,36.18409279201296,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,7,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,1,1,7,,,,,,,36.18409279201296,36.18409279201296,36.28420491699944,36.50015441700816,36.75108524999814,36.75108524999814,36.75108524999814,36.75108524999814,36.984515499992995,37.000921208004,37.000921208004,37.000921208004,37.000921208004,37.083952167013194,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,2,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,2,2,2,,,,,,,37.083952167013194,37.083952167013194,37.18411912501324,37.400277042004745,37.65083458300796,37.65083458300796,37.65083458300796,37.65083458300796,37.884199166990584,37.90022450001561,37.90022450001561,37.90022450001561,37.90022450001561,37.98367504199268,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,6,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,3,3,6,,,,,,,37.98367504199268,37.98367504199268,38.084331749996636,38.30037899999297,38.551316917000804,38.551316917000804,38.551316917000804,38.551316917000804,38.78359674999956,38.800289833015995,38.800289833015995,38.800289833015995,38.800289833015995,38.88372470799368,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,31,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,4,4,31,,,,,,,38.88372470799368,38.88372470799368,38.98361783300061,39.20037983299699,39.45032929201261,39.45032929201261,39.45032929201261,39.45032929201261,39.68362645799061,39.68362645799061,39.68362645799061,39.68362645799061,39.68362645799061,39.78309608300333,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,22,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]","[-11.733433509789466, -11.733433509789462]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,5,5,22,,,,,,,39.78309608300333,39.78309608300333,39.88340504199732,40.100079750001896,40.35025575000327,40.35025575000327,40.35025575000327,40.35025575000327,40.58381345801172,40.58381345801172,40.58381345801172,40.58381345801172,40.58381345801172,40.68307083300897,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,29,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,6,6,29,,,,,,,40.68307083300897,40.68307083300897,40.78383995799231,40.999939333007205,41.2507501670043,41.2507501670043,41.2507501670043,41.2507501670043,41.483518166991416,41.483518166991416,41.483518166991416,41.483518166991416,41.483518166991416,41.58296025000163,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,32,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]","[-11.733433509789462, 11.733433509789464]","[-11.733433509789462, 11.733433509789464]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,7,7,32,,,,,,,41.58296025000163,41.58296025000163,41.684362583007896,41.900253583007725,42.150894541991875,42.150894541991875,42.150894541991875,42.150894541991875,42.383975458011264,42.400255417014705,42.400255417014705,42.400255417014705,42.400255417014705,42.48298583299038,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
stimBlast2,40,0,0.1,0.4661386045538117,0.7,0.1,25,PRED,12,0.4661386045538117,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]","[11.733433509789462, -11.733433509789466]",0.1,0.4661386045538117,0.5661386045538117,0.23386139544618825,0.7999999999999999,0.3161386045538117,0,0.8999999999999999,0.7999999999999999,0.1,0,0,0,0,0,8,8,25,,,,,,,42.48298583299038,42.48298583299038,42.58355612499872,42.800191042013466,43.04979883300257,43.04979883300257,43.04979883300257,43.04979883300257,43.28332070799661,43.28332070799661,43.28332070799661,43.28332070799661,43.28332070799661,43.383120332990075,0,,,100001,001,2023-04-13_16h07.10.079,DMS_etROI_12-36_stimBlast,2022.2.4,59.60002412050076,
