key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
122.15464324993081,122.15464324993081,t,5.784629124915227,,100001,001,2023-04-04_10h14.52.472,DMS_et_12-36,2022.2.4,None,
,,,,128.47277337498963,,,,,,,
