trial_count,blockType,blockNum,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_pos,responseImage1_X,responseImage1_Y,responseImage2,responseImage2_i,responseImage2_pos,responseImage2_X,responseImage2_Y,responseImage3,responseImage3_i,responseImage3_pos,responseImage3_X,responseImage3_Y,cue_onset,cue_dur,delay_onset,delay_dur,resp_onset,resp_dur,rest_onset,rest_dur,circle_dur,circle_onset,total_dur,cross_onset,cross_dur,delay_resp_period,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,text_2.started,text_2.stopped,etRecord.started,sample.started,Delay.started,sample.stopped,Response_1.started,Response_2.started,Response_3.started,Delay.stopped,Response_1.stopped,Response_2.stopped,Response_3.stopped,polygon.started,polygon.stopped,etRecord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2191.2830466249725,2191.2830466249725,t,66.11099812504835,,,,,,,,,,,,,,,,,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
5,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,0,0,5,,,,,2257.413013249985,2269.9726594999665,0.005089584039524198,2269.9726594999665,2269.9726594999665,2270.9750694159884,2271.2899793329416,2271.2899793329416,2271.2899793329416,2271.576791499974,2272.456534915953,2272.456534915953,2272.456534915953,2272.456534915953,2273.4570974999806,4.509469334036112,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
4,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,1,1,4,,,,,,,0.005450790980830789,2275.0610083750216,2275.0610083750216,2276.076179124997,2276.3898603329435,2276.3898603329435,2276.3898603329435,2276.6566121249925,2277.556841582991,2277.556841582991,2277.556841582991,2277.5428464580327,2278.5568652909715,4.519657332915813,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
2,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,2,2,2,,,,,,,0.005280875018797815,2280.0872232499532,2280.0872232499532,2281.090150541044,2281.4087882499443,2281.4087882499443,2281.4087882499443,2281.6901690829545,2282.5761788330274,2282.5761788330274,2282.5761788330274,2282.5761788330274,2283.5899377909955,4.511803834000602,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
7,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,3,3,7,,,,,,,0.003905166988261044,2285.109649708029,2285.109649708029,2286.1234332909808,2286.4233883329434,2286.4233883329434,2286.4233883329434,2286.7096017500153,2287.590175874997,2287.590175874997,2287.590175874997,2287.590175874997,2288.590185457957,4.521793249994516,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
6,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,4,4,6,,,,,,,0.004441792028956115,2290.135224124999,2290.135224124999,2291.142784666037,2291.456822874956,2291.456822874956,2291.456822874956,2291.7234340410214,2292.623454040964,2292.623454040964,2292.623454040964,2292.623454040964,2293.6231664579827,4.505171000026166,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
0,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,5,5,0,,,,,,,0.0049757909728214145,2295.155822874978,2295.155822874978,2296.156917541055,2296.475790541037,2296.475790541037,2296.475790541037,2296.7568355830153,2297.6432604580186,2297.6432604580186,2297.6432604580186,2297.6432604580186,2298.65694812499,4.510632749996148,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
8,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,6,6,8,,,,,,,0.003578250063583255,2300.1766521249665,2300.1766521249665,2301.1901594999945,2301.5098104999634,2301.5098104999634,2301.5098104999634,2301.776524457964,2302.675915166037,2302.675915166037,2302.675915166037,2302.6564256659476,2303.6566132080043,4.520425457973033,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
1,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_2.png,1,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,images/picture_3.png,2,"[-11.733433509789466, -11.733433509789462]",-11.733433509789464,-11.733433509789462,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,7,7,1,,,,,,,0.005395541083998978,2305.2027705829823,2305.2027705829823,2306.20998258295,2306.523650999996,2306.523650999996,2306.523650999996,2306.7901324999984,2307.6901600830024,2307.6901600830024,2307.6901600830024,2307.6901600830024,2308.6901480410015,4.505787375033833,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
3,PRED,12,0.8385007886340543,0,images/picture_1.png,images/picture_1.png,0,"[-11.733433509789462, 11.733433509789464]",-11.733433509789462,11.733433509789464,images/picture_2.png,1,"[11.733433509789464, 11.733433509789462]",11.733433509789464,11.733433509789462,images/picture_3.png,2,"[11.733433509789462, -11.733433509789466]",11.733433509789462,-11.733433509789464,0,1,1,0.8385007886340543,1.8385007886340543,1.1614992113659457,3.0,1,1.5885007886340543,0,4.0,3.0,1,2,0,0,0,0,0,8,8,3,,,,,,,0.0049489999655634165,2310.2207867079414,2310.2207867079414,2311.2236680829665,2311.5433921250515,2311.5433921250515,2311.5433921250515,2311.8236538330093,2312.709687458002,2312.709687458002,2312.709687458002,2312.709687458002,2313.7232305409852,4.5106386670377105,200003,001,2023-03-22_12h36.15.163,DMS_et_12-36,2022.2.4,None,
