0.8121 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
20.1028 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

20.1041 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0.00392157, 0.00392157, 0.00392157]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fec7924a370>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fec4b9babe0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([3840, 2160]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
20.1044 	EXP 	window1: mouseVisible = True
20.1055 	EXP 	window1: mouseVisible = False
20.1056 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
20.1056 	EXP 	window1: recordFrameIntervals = False
20.2691 	EXP 	window1: recordFrameIntervals = True
20.6893 	WARNING 	t of last frame was 20.09ms (=1/49)
21.1226 	WARNING 	t of last frame was 20.09ms (=1/49)
21.2559 	WARNING 	t of last frame was 20.12ms (=1/49)
21.6893 	WARNING 	t of last frame was 20.46ms (=1/48)
21.7227 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
21.9363 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

24.9426 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='awaiting trigger', units='height', win=Window(...), wrapWidth=1)
24.9434 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
24.9477 	EXP 	Created sample = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='sample', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10.62029439, 10.62029439]), texRes=128.0, units='cm', win=Window(...))
24.9528 	EXP 	Created Delay = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Delay', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
24.9638 	EXP 	Created Response_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='images/picture_1.png', interpolate=True, mask=None, maskParams=None, name='Response_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10.71895075, 10.71895075]), texRes=128.0, units='cm', win=Window(...))
24.9701 	EXP 	Created Response_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/picture_2.png', interpolate=True, mask=None, maskParams=None, name='Response_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10.71895075, 10.71895075]), texRes=128.0, units='cm', win=Window(...))
25.0005 	EXP 	Created Response_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/picture_3.png', interpolate=True, mask=None, maskParams=None, name='Response_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([10.71895075, 10.71895075]), texRes=128.0, units='cm', win=Window(...))
25.0018 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-6.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.01, 0.01]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
25.0026 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
25.0033 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
25.0067 	EXP 	Created calibrationTarget = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2.0, name='calibrationTarget', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0., 0.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
25.0100 	EXP 	Created calibrationTargetInner = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0, fillColor=array([-1.        ,  0.00392157, -1.        ]), fillColorSpace='rgb', fillRGB=array([-1.        ,  0.00392157, -1.        ]), interpolate=True, lineColor=array([-1, -1, -1]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=2.0, name='calibrationTargetInner', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0., 0.]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
80.2390 	DATA 	Keypress: c
80.2408 	DATA 	Keypress: return
80.2419 	DATA 	Keypress: escape
80.3093 	EXP 	text: autoDraw = True
140.0589 	DATA 	Keypress: t
140.0689 	EXP 	text: autoDraw = False
140.0689 	EXP 	text_2: autoDraw = True
141.5679 	DATA 	Keypress: t
143.0576 	DATA 	Keypress: t
144.5583 	DATA 	Keypress: t
146.0586 	DATA 	Keypress: t
147.5578 	DATA 	Keypress: t
149.0583 	DATA 	Keypress: t
150.5582 	DATA 	Keypress: t
152.0587 	DATA 	Keypress: t
152.0623 	EXP 	Created sequence: random, trialTypes=1, nReps=12, seed=None
152.0630 	EXP 	New trial (rep=0, index=0): None
152.0948 	EXP 	Imported /Users/richard/Visual_Attention/data/200003/DMS_et_12-36/2023-03-22_12h57.58.405/0-PRED_12-36.csv as conditions, 9 conditions, 35 params
152.0954 	EXP 	Created sequence: random, trialTypes=9, nReps=9, seed=None
152.0967 	EXP 	New trial (rep=0, index=0): OrderedDict([('trial_count', 4), ('blockType', 'PRED'), ('blockNum', 12), ('delay_time', 0.8518974897593568), ('stimImage_i', 0), ('stimImage', 'images/picture_1.png'), ('responseImage1', 'images/picture_1.png'), ('responseImage1_i', 0), ('responseImage1_pos', [11.733433509789464, 11.733433509789462]), ('responseImage1_X', 11.733433509789464), ('responseImage1_Y', 11.733433509789462), ('responseImage2', 'images/picture_2.png'), ('responseImage2_i', 1), ('responseImage2_pos', [-11.733433509789466, -11.733433509789462]), ('responseImage2_X', -11.733433509789464), ('responseImage2_Y', -11.733433509789462), ('responseImage3', 'images/picture_3.png'), ('responseImage3_i', 2), ('responseImage3_pos', [11.733433509789462, -11.733433509789466]), ('responseImage3_X', 11.733433509789462), ('responseImage3_Y', -11.733433509789464), ('cue_onset', 0), ('cue_dur', 1), ('delay_onset', 1), ('delay_dur', 0.8518974897593568), ('resp_onset', 1.8518974897593568), ('resp_dur', 1.1481025102406432), ('rest_onset', 3.0), ('rest_dur', 1), ('circle_dur', 1.6018974897593568), ('circle_onset', 0), ('total_dur', 4.0), ('cross_onset', 3.0), ('cross_dur', 1), ('delay_resp_period', 2)])
152.1056 	EXP 	eyetracker.clearEvents()
152.6080 	EXP 	eyetracker.setRecordingState(True)
152.6243 	EXP 	text_2: autoDraw = False
152.6243 	EXP 	text_2: autoDraw = False
152.6243 	EXP 	sample: image = 'images/picture_1.png'
152.6243 	EXP 	sample: autoDraw = True
152.6243 	EXP 	Delay: autoDraw = True
153.5577 	DATA 	Keypress: t
153.6354 	EXP 	sample: autoDraw = False
153.9550 	EXP 	Response_1: autoDraw = True
153.9550 	EXP 	Response_2: autoDraw = True
153.9550 	EXP 	Response_3: autoDraw = True
154.2357 	EXP 	Delay: autoDraw = False
155.0571 	DATA 	Keypress: t
155.1023 	EXP 	Response_1: autoDraw = False
155.1023 	EXP 	Response_2: autoDraw = False
155.1023 	EXP 	Response_3: autoDraw = False
155.1023 	EXP 	polygon: autoDraw = True
156.1021 	EXP 	polygon: autoDraw = False
156.5580 	DATA 	Keypress: t
157.1238 	EXP 	eyetracker.setRecordingState(False)
157.1272 	EXP 	New trial (rep=0, index=1): OrderedDict([('trial_count', 6), ('blockType', 'PRED'), ('blockNum', 12), ('delay_time', 0.8518974897593568), ('stimImage_i', 0), ('stimImage', 'images/picture_1.png'), ('responseImage1', 'images/picture_1.png'), ('responseImage1_i', 0), ('responseImage1_pos', [-11.733433509789466, -11.733433509789462]), ('responseImage1_X', -11.733433509789464), ('responseImage1_Y', -11.733433509789462), ('responseImage2', 'images/picture_2.png'), ('responseImage2_i', 1), ('responseImage2_pos', [11.733433509789464, 11.733433509789462]), ('responseImage2_X', 11.733433509789464), ('responseImage2_Y', 11.733433509789462), ('responseImage3', 'images/picture_3.png'), ('responseImage3_i', 2), ('responseImage3_pos', [11.733433509789462, -11.733433509789466]), ('responseImage3_X', 11.733433509789462), ('responseImage3_Y', -11.733433509789464), ('cue_onset', 0), ('cue_dur', 1), ('delay_onset', 1), ('delay_dur', 0.8518974897593568), ('resp_onset', 1.8518974897593568), ('resp_dur', 1.1481025102406432), ('rest_onset', 3.0), ('rest_dur', 1), ('circle_dur', 1.6018974897593568), ('circle_onset', 0), ('total_dur', 4.0), ('cross_onset', 3.0), ('cross_dur', 1), ('delay_resp_period', 2)])
157.1346 	EXP 	eyetracker.clearEvents()
157.6359 	EXP 	eyetracker.setRecordingState(True)
157.6462 	EXP 	sample: autoDraw = False
157.6462 	EXP 	Delay: autoDraw = False
157.6462 	EXP 	Response_1: autoDraw = False
157.6462 	EXP 	Response_2: autoDraw = False
157.6462 	EXP 	Response_3: autoDraw = False
157.6462 	EXP 	polygon: autoDraw = False
157.6462 	EXP 	sample: image = 'images/picture_1.png'
157.6462 	EXP 	sample: autoDraw = True
157.6462 	EXP 	Delay: autoDraw = True
158.0577 	DATA 	Keypress: t
158.6553 	EXP 	sample: autoDraw = False
158.9886 	EXP 	Response_1: autoDraw = True
158.9886 	EXP 	Response_2: autoDraw = True
158.9886 	EXP 	Response_3: autoDraw = True
159.2554 	EXP 	Delay: autoDraw = False
159.5572 	DATA 	Keypress: t
160.1358 	EXP 	Response_1: autoDraw = False
160.1358 	EXP 	Response_2: autoDraw = False
160.1358 	EXP 	Response_3: autoDraw = False
160.1358 	EXP 	polygon: autoDraw = True
161.0560 	DATA 	Keypress: t
161.1353 	EXP 	polygon: autoDraw = False
162.1368 	EXP 	eyetracker.setRecordingState(False)
162.1397 	EXP 	New trial (rep=0, index=2): OrderedDict([('trial_count', 0), ('blockType', 'PRED'), ('blockNum', 12), ('delay_time', 0.8518974897593568), ('stimImage_i', 0), ('stimImage', 'images/picture_1.png'), ('responseImage1', 'images/picture_1.png'), ('responseImage1_i', 0), ('responseImage1_pos', [11.733433509789464, 11.733433509789462]), ('responseImage1_X', 11.733433509789464), ('responseImage1_Y', 11.733433509789462), ('responseImage2', 'images/picture_2.png'), ('responseImage2_i', 1), ('responseImage2_pos', [-11.733433509789462, 11.733433509789464]), ('responseImage2_X', -11.733433509789462), ('responseImage2_Y', 11.733433509789464), ('responseImage3', 'images/picture_3.png'), ('responseImage3_i', 2), ('responseImage3_pos', [11.733433509789462, -11.733433509789466]), ('responseImage3_X', 11.733433509789462), ('responseImage3_Y', -11.733433509789464), ('cue_onset', 0), ('cue_dur', 1), ('delay_onset', 1), ('delay_dur', 0.8518974897593568), ('resp_onset', 1.8518974897593568), ('resp_dur', 1.1481025102406432), ('rest_onset', 3.0), ('rest_dur', 1), ('circle_dur', 1.6018974897593568), ('circle_onset', 0), ('total_dur', 4.0), ('cross_onset', 3.0), ('cross_dur', 1), ('delay_resp_period', 2)])
162.1472 	EXP 	eyetracker.clearEvents()
162.6487 	EXP 	eyetracker.setRecordingState(True)
162.6547 	DATA 	Keypress: t
162.6651 	EXP 	sample: autoDraw = False
162.6651 	EXP 	Delay: autoDraw = False
162.6651 	EXP 	Response_1: autoDraw = False
162.6651 	EXP 	Response_2: autoDraw = False
162.6651 	EXP 	Response_3: autoDraw = False
162.6651 	EXP 	polygon: autoDraw = False
162.6651 	EXP 	sample: image = 'images/picture_1.png'
162.6651 	EXP 	sample: autoDraw = True
162.6651 	EXP 	Delay: autoDraw = True
163.6690 	EXP 	sample: autoDraw = False
164.0024 	EXP 	Response_1: autoDraw = True
164.0024 	EXP 	Response_2: autoDraw = True
164.0024 	EXP 	Response_3: autoDraw = True
164.0570 	DATA 	Keypress: t
164.2692 	EXP 	Delay: autoDraw = False
165.1553 	EXP 	Response_1: autoDraw = False
165.1553 	EXP 	Response_2: autoDraw = False
165.1553 	EXP 	Response_3: autoDraw = False
165.1553 	EXP 	polygon: autoDraw = True
165.5564 	DATA 	Keypress: t
166.1689 	EXP 	polygon: autoDraw = False
167.1570 	EXP 	eyetracker.setRecordingState(False)
167.1629 	DATA 	Keypress: t
167.1663 	EXP 	New trial (rep=0, index=3): OrderedDict([('trial_count', 1), ('blockType', 'PRED'), ('blockNum', 12), ('delay_time', 0.8518974897593568), ('stimImage_i', 0), ('stimImage', 'images/picture_1.png'), ('responseImage1', 'images/picture_1.png'), ('responseImage1_i', 0), ('responseImage1_pos', [-11.733433509789462, 11.733433509789464]), ('responseImage1_X', -11.733433509789462), ('responseImage1_Y', 11.733433509789464), ('responseImage2', 'images/picture_2.png'), ('responseImage2_i', 1), ('responseImage2_pos', [-11.733433509789466, -11.733433509789462]), ('responseImage2_X', -11.733433509789464), ('responseImage2_Y', -11.733433509789462), ('responseImage3', 'images/picture_3.png'), ('responseImage3_i', 2), ('responseImage3_pos', [11.733433509789464, 11.733433509789462]), ('responseImage3_X', 11.733433509789464), ('responseImage3_Y', 11.733433509789462), ('cue_onset', 0), ('cue_dur', 1), ('delay_onset', 1), ('delay_dur', 0.8518974897593568), ('resp_onset', 1.8518974897593568), ('resp_dur', 1.1481025102406432), ('rest_onset', 3.0), ('rest_dur', 1), ('circle_dur', 1.6018974897593568), ('circle_onset', 0), ('total_dur', 4.0), ('cross_onset', 3.0), ('cross_dur', 1), ('delay_resp_period', 2)])
167.1717 	EXP 	eyetracker.clearEvents()
167.6740 	EXP 	eyetracker.setRecordingState(True)
167.6895 	EXP 	sample: autoDraw = False
167.6895 	EXP 	Delay: autoDraw = False
167.6895 	EXP 	Response_1: autoDraw = False
167.6895 	EXP 	Response_2: autoDraw = False
167.6895 	EXP 	Response_3: autoDraw = False
167.6895 	EXP 	polygon: autoDraw = False
167.6895 	EXP 	sample: image = 'images/picture_1.png'
167.6895 	EXP 	sample: autoDraw = True
167.6895 	EXP 	Delay: autoDraw = True
168.5578 	DATA 	Keypress: t
168.7025 	EXP 	sample: autoDraw = False
169.0221 	EXP 	Response_1: autoDraw = True
169.0221 	EXP 	Response_2: autoDraw = True
169.0221 	EXP 	Response_3: autoDraw = True
169.3026 	EXP 	Delay: autoDraw = False
170.0573 	DATA 	Keypress: t
170.1693 	EXP 	Response_1: autoDraw = False
170.1693 	EXP 	Response_2: autoDraw = False
170.1693 	EXP 	Response_3: autoDraw = False
170.1693 	EXP 	polygon: autoDraw = True
171.1692 	EXP 	polygon: autoDraw = False
171.5573 	DATA 	Keypress: t
172.1900 	EXP 	eyetracker.setRecordingState(False)
172.1931 	EXP 	New trial (rep=0, index=4): OrderedDict([('trial_count', 7), ('blockType', 'PRED'), ('blockNum', 12), ('delay_time', 0.8518974897593568), ('stimImage_i', 0), ('stimImage', 'images/picture_1.png'), ('responseImage1', 'images/picture_1.png'), ('responseImage1_i', 0), ('responseImage1_pos', [-11.733433509789462, 11.733433509789464]), ('responseImage1_X', -11.733433509789462), ('responseImage1_Y', 11.733433509789464), ('responseImage2', 'images/picture_2.png'), ('responseImage2_i', 1), ('responseImage2_pos', [11.733433509789464, 11.733433509789462]), ('responseImage2_X', 11.733433509789464), ('responseImage2_Y', 11.733433509789462), ('responseImage3', 'images/picture_3.png'), ('responseImage3_i', 2), ('responseImage3_pos', [11.733433509789462, -11.733433509789466]), ('responseImage3_X', 11.733433509789462), ('responseImage3_Y', -11.733433509789464), ('cue_onset', 0), ('cue_dur', 1), ('delay_onset', 1), ('delay_dur', 0.8518974897593568), ('resp_onset', 1.8518974897593568), ('resp_dur', 1.1481025102406432), ('rest_onset', 3.0), ('rest_dur', 1), ('circle_dur', 1.6018974897593568), ('circle_onset', 0), ('total_dur', 4.0), ('cross_onset', 3.0), ('cross_dur', 1), ('delay_resp_period', 2)])
172.2007 	EXP 	eyetracker.clearEvents()
172.7020 	EXP 	eyetracker.setRecordingState(True)
172.7130 	EXP 	sample: autoDraw = False
172.7130 	EXP 	Delay: autoDraw = False
172.7130 	EXP 	Response_1: autoDraw = False
172.7130 	EXP 	Response_2: autoDraw = False
172.7130 	EXP 	Response_3: autoDraw = False
172.7130 	EXP 	polygon: autoDraw = False
172.7130 	EXP 	sample: image = 'images/picture_1.png'
172.7130 	EXP 	sample: autoDraw = True
172.7130 	EXP 	Delay: autoDraw = True
173.0579 	DATA 	Keypress: t
173.7225 	EXP 	sample: autoDraw = False
174.0558 	EXP 	Response_1: autoDraw = True
174.0558 	EXP 	Response_2: autoDraw = True
174.0558 	EXP 	Response_3: autoDraw = True
174.3219 	EXP 	Delay: autoDraw = False
174.5571 	DATA 	Keypress: t
175.2026 	EXP 	Response_1: autoDraw = False
175.2026 	EXP 	Response_2: autoDraw = False
175.2026 	EXP 	Response_3: autoDraw = False
175.2026 	EXP 	polygon: autoDraw = True
176.0563 	DATA 	Keypress: t
176.2021 	EXP 	polygon: autoDraw = False
177.2042 	EXP 	eyetracker.setRecordingState(False)
177.2073 	EXP 	New trial (rep=0, index=5): OrderedDict([('trial_count', 3), ('blockType', 'PRED'), ('blockNum', 12), ('delay_time', 0.8518974897593568), ('stimImage_i', 0), ('stimImage', 'images/picture_1.png'), ('responseImage1', 'images/picture_1.png'), ('responseImage1_i', 0), ('responseImage1_pos', [-11.733433509789462, 11.733433509789464]), ('responseImage1_X', -11.733433509789462), ('responseImage1_Y', 11.733433509789464), ('responseImage2', 'images/picture_2.png'), ('responseImage2_i', 1), ('responseImage2_pos', [-11.733433509789466, -11.733433509789462]), ('responseImage2_X', -11.733433509789464), ('responseImage2_Y', -11.733433509789462), ('responseImage3', 'images/picture_3.png'), ('responseImage3_i', 2), ('responseImage3_pos', [11.733433509789462, -11.733433509789466]), ('responseImage3_X', 11.733433509789462), ('responseImage3_Y', -11.733433509789464), ('cue_onset', 0), ('cue_dur', 1), ('delay_onset', 1), ('delay_dur', 0.8518974897593568), ('resp_onset', 1.8518974897593568), ('resp_dur', 1.1481025102406432), ('rest_onset', 3.0), ('rest_dur', 1), ('circle_dur', 1.6018974897593568), ('circle_onset', 0), ('total_dur', 4.0), ('cross_onset', 3.0), ('cross_dur', 1), ('delay_resp_period', 2)])
177.2149 	EXP 	eyetracker.clearEvents()
177.7166 	EXP 	eyetracker.setRecordingState(True)
177.7228 	DATA 	Keypress: t
177.7330 	EXP 	sample: autoDraw = False
177.7330 	EXP 	Delay: autoDraw = False
177.7330 	EXP 	Response_1: autoDraw = False
177.7330 	EXP 	Response_2: autoDraw = False
177.7330 	EXP 	Response_3: autoDraw = False
177.7330 	EXP 	polygon: autoDraw = False
177.7330 	EXP 	sample: image = 'images/picture_1.png'
177.7330 	EXP 	sample: autoDraw = True
177.7330 	EXP 	Delay: autoDraw = True
178.7360 	EXP 	sample: autoDraw = False
179.0576 	DATA 	Keypress: t
179.0687 	EXP 	Response_1: autoDraw = True
179.0687 	EXP 	Response_2: autoDraw = True
179.0687 	EXP 	Response_3: autoDraw = True
179.3360 	EXP 	Delay: autoDraw = False
180.2223 	EXP 	Response_1: autoDraw = False
180.2223 	EXP 	Response_2: autoDraw = False
180.2223 	EXP 	Response_3: autoDraw = False
180.2223 	EXP 	polygon: autoDraw = True
