trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,delay_time,stimImage_i,stimImage,responseImage1,responseImage1_i,responseImage1_location,responseImage1_location_i,responseImage2,responseImage2_i,responseImage2_location,responseImage2_location_i,responseImage3,responseImage3_i,responseImage3_location,responseImage3_location_i,Fixation.started,sample.started,Fixation.stopped,sample.stopped,Delay.started,Delay.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,10.988638067996362,10.988638067996362,12.004025342001114,12.004025342001114,12.92061366001144,,,,,,,,
